Bin	Group	iRep	Coverage	Domin	Phylun	Class	Order	Family	Genus	Specie
AS-SRR13994250_bin.143	AS	1.209137122	42.48094411	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__UXAT02	g__Defluviicoccus_A	s__Defluviicoccus_A seviourii
DW-SRR21802942_bin.42	DW	1.815185835	6.590628244	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__DSPP01	f__WJJR01	g__JACQFV01	s__
DW-ERR2105748_bin.44	DW	1.480369085	21.61365073	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__
DW-ERR2105750_bin.29	DW	1.566169761	44.16607149	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__
DW-ERR2163668_bin.73	DW	1.669825874	29.19261107	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__
DW-SRR19238497_bin.23	DW	1.242836434	36.249123	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__
DW-SRR19238497_bin.85	DW	1.35582231	11.25628748	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__
GW-SRR12964612_bin.39	GW	1.479797845	5.00718449	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__
DW-ERR2105750_bin.2	DW	1.25579855	21.48018387	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__AP-16	s__
DW-ERR2163668_bin.78	DW	1.31247392	9.220231967	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__AP-16	s__
DW-SRR15085116_bin.22	DW	1.407252039	11.76674645	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Ga0077548	s__
DW-ERR2105748_bin.83	DW		21.38136272	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp903892675
DW-ERR2105750_bin.110	DW		30.39903195	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp903892675
GW-SRR12113392_bin.26	GW	1.295500939	21.25876989	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp016185205
DW-SRR19238497_bin.35	DW	1.428685229	14.47923264	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__SG-bin9	s__
DW-ERR2105750_bin.78	DW		45.58870343	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__
GW-SRR18331974_bin.16	GW	1.586788398	7.113583815	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
DW-SRR6439735_bin.10	DW	1.503174663	18.51950776	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__SCMT01	s__SCMT01 sp008015835
AS-SRR8208348_bin.64	AS	1.590481381	16.21927066	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	s__
WW-SRR11088379_bin.62	WW	1.695278863	11.1031886	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	s__Thermomonas sp016720345
